DateTime,AddedIPs,RemovedIPs
1554759124,8,0
1554759723,8,1
1554760923,6,0
1554762123,4,11
1554762723,10,0
1554764523,5,23
1554765122,2,0
1554765723,8,0
1554766922,5,6
1554767523,5,9
1554768124,5,7
1554769324,6,20
1554769923,7,0
1554770523,3,0
1554771722,2,16
1554772924,4,0
1554773523,8,9
1554774123,2,12
1554775323,8,0
1554776523,4,18
1554777723,11,79
1554778922,6,0
1554779524,13,13
1554780123,7,2
1554781324,4,27
1554781923,10,13
1554782522,7,0
1554783723,5,10
1554784323,6,6
1554784923,7,4
1554785523,6,7
1554786123,19,0
1554786724,2,6
1554787322,6,0
1554787923,22,8
1554788523,7,5
1554789123,5,13
1554789722,3,0
1554790923,3,12
1554791523,9,3
1554792123,4,0
1554793322,7,2
1554793923,7,8
1554794523,3,4
1554795723,20,25
1554796323,47,0
1554796923,36,0
1554797523,18,15
1554798123,32,16
1554799323,29,0
1554799923,22,13
1554800522,15,0
1554801722,37,24
1554802923,36,13
1554804123,19,6
1554805323,23,23
1554805922,41,7
1554806523,31,0
1554807723,16,7
1554808923,20,9
1554810123,27,18
1554811323,21,2
1554811923,30,9
1554812523,21,6
1554813123,26,0
1554813723,20,0
1554814922,28,7
1554815523,21,10
1554816123,24,2
1554817323,16,3
1554817923,21,3
1554818523,16,0
1554819722,20,15
1554820923,18,6
1554822123,22,13
1554823323,17,0
1554824522,65,5
1554825123,64,0
1554825723,67,0
1554826323,19,10
1554826923,71,16
1554828122,19,8
1554829323,21,6
1554830525,13,19
1554831723,16,1
1554832923,32,16
1554833523,23,0
1554834122,20,3
1554834723,18,0
1554835322,21,3
1554835923,22,0
1554836523,14,5
1554837723,18,14
1554838923,8,7
1554839523,17,3
1554840124,13,4
1554841323,23,0
1554842523,15,14
1554843123,16,5
1554843723,51,2
1554844923,18,7
1554846123,24,0
1554847322,19,13
1554848523,18,8
1554849124,20,10
1554849722,26,0
1554850323,16,0
1554850923,16,6
1554852123,14,8
1554853323,15,0
1554854525,21,8
1554855723,17,8
1554856923,17,9
1554858123,22,0
1554859323,22,11
1554859923,25,0
1554860523,8,2
1554861123,50,5
1554861723,13,0
1554862322,11,3
1554862922,11,10
1554864123,16,0
1554865323,21,23
1554865923,11,0
1554866522,8,0
1554867123,10,8
1554867723,13,0
1554868323,8,4
1554868924,29,6
1554870123,14,0
1554870722,13,4
1554871323,30,4
1554872524,16,8
1554873724,13,6
1554874923,14,7
1554876122,26,7
1554877323,19,12
1554878522,6,5
1554879123,13,3
1554879724,45,0
1554880923,19,12
1554881523,18,10
1554882123,14,0
1554883324,24,15
1554883923,16,10
1554884522,18,9
1554885123,8,0
1554885724,10,11
1554886923,9,11
1554887523,13,0
1554888123,21,14
1554889323,7,5
1554890523,17,4
1554891724,17,18
1554892922,16,2
1554893523,32,11
1554894124,28,0
1554894723,18,4
1554895324,16,1
1554896523,19,3
1554897722,11,2
1554898923,21,2
1554900123,17,3
1554901322,24,10
1554901922,7,0
1554902522,13,4
1554903723,23,7
1554904924,11,23
1554906123,12,5
1554906722,22,2
1554907322,12,6
1554909724,11,26
1554910923,9,13
1554912123,15,0
1554913323,17,10
1554914523,8,7
1554915723,8,17
1554916322,8,0
1554916923,17,7
1554918123,12,0
1554918723,16,3
1554919323,13,6
1554919922,22,2
1554920522,4,0
1554921723,12,8
1554922922,19,16
1554923523,12,9
1554924123,7,8
1554925323,24,6
1554926522,18,3
1554927722,31,10
1554928322,25,7
1554928922,15,0
1554929523,5,68
1554930122,9,8
1554930723,19,12
1554931323,49,0
1554931923,14,11
1554932523,35,0
1554933124,10,3
1554933723,24,0
1554934923,10,8
1554935523,12,8
1554936123,13,0
1554936722,6,4
1554937323,9,3
1554938522,17,0
1554939722,11,12
1554940322,13,2
1554940924,11,9
1554942123,21,0
1554942723,14,0
1554943323,11,3
1554944523,11,8
1554945723,14,2
1554946923,14,10
1554948123,47,0
1554949323,65,18
1554949923,63,7
1554950523,13,0
1554951723,13,11
1554952924,10,8
1554954123,7,12
1554955323,10,8
1554956523,10,14
1554957723,19,6
1554958323,14,2
1554958923,11,0
1554960123,16,9
1554960723,8,5
1554961324,8,0
1554961922,16,12
1554962524,9,0
1554963123,10,7
1554963723,15,0
1554964322,7,10
1554964924,13,3
1554965522,9,0
1554966124,9,0
1554967323,10,14
1554967923,13,11
1554968523,68,0
1554969123,51,6
1554969723,47,19
1554970323,6,5
1554970923,16,0
1554971523,6,9
1554972123,11,6
1554973323,4,7
1554974524,10,7
1554975123,10,6
1554975723,17,16
1554976923,8,3
1554978123,21,11
