DateTime,AddedIPs,RemovedIPs
1554788207,10,7
1554788892,2,0
1554789620,5,2
1554790331,2,5
1554791054,4,7
1554792023,8,6
1554792746,6,6
1554793463,2,4
1554794175,6,3
1554794892,3,5
1554795609,4,2
1554796345,0,1
1554797055,1,2
1554797783,7,9
1554798488,6,4
1554799213,6,2
1554799929,7,5
1554800661,1,4
1554801372,5,2
1554802096,4,7
1554802819,3,3
1554803535,2,8
1554804257,4,3
1554804976,0,3
1554805688,4,6
1554806414,7,6
1554807129,5,5
1554807861,4,5
1554808574,7,5
1554809301,8,1
1554810012,3,3
1554810730,2,6
1554811723,12,12
1554812438,7,3
1554813144,5,9
1554813849,2,1
1554814570,2,6
1554815292,4,4
1554816011,3,7
1554817211,3,0
1554817935,1,11
1554818655,3,0
1554819375,3,8
1554820091,4,10
1554820821,3,3
1554821541,10,8
1554822260,4,6
1554822972,6,3
1554823690,10,6
1554824414,5,3
1554825135,2,3
1554825878,5,6
1554826578,9,3
1554827286,8,3
1554828016,4,10
1554828728,10,4
1554829471,6,6
1554830173,9,11
1554830895,7,5
1554831610,5,14
1554832333,14,7
1554833318,8,5
1554834027,8,5
1554834763,8,4
1554835475,9,3
1554836209,7,6
1554836908,8,3
1554837629,4,8
1554838363,8,6
1554839324,9,16
1554840041,3,3
1554840735,2,0
1554841451,11,4
1554842172,4,6
1554842895,4,4
1554843620,8,0
1554844359,4,12
1554845052,7,0
1554845770,9,7
1554846497,3,7
1554847221,6,2
1554847938,4,10
1554848651,6,8
1554849371,9,4
1554850377,10,16
1554851070,2,0
1554851793,3,3
1554852506,3,7
1554853230,5,9
1554853948,7,4
1554854681,4,9
1554855372,5,1
1554856113,8,7
1554856832,5,8
1554857552,3,7
1554858271,4,3
1554858998,10,7
1554859709,8,11
1554860445,8,12
1554861147,15,10
1554862125,8,26
1554862829,9,5
1554863555,8,6
1554864268,14,7
1554865006,5,11
1554865734,2,3
1554866430,12,8
1554867158,10,8
1554867869,4,8
1554868589,10,3
1554869312,6,6
1554870031,4,4
1554870756,3,8
1554871477,7,6
1554872199,4,4
1554872918,1,7
1554873624,8,0
1554874363,3,10
1554875070,8,4
1554875790,3,5
1554876511,4,9
1554877227,9,4
1554877960,8,4
1554878668,1,2
1554879385,4,6
1554880116,7,6
1554880826,6,7
1554881560,4,5
1554882269,3,4
1554882996,9,2
1554883727,4,11
1554884652,7,4
1554885368,6,3
1554886101,5,4
1554886817,9,2
1554887537,4,5
1554888254,5,5
1554888968,4,8
1554889695,6,1
1554890416,16,4
1554891134,5,7
1554891853,6,6
1554892576,3,4
1554893291,10,6
1554894023,3,4
1554894731,5,7
1554895453,4,2
1554896169,4,9
1554896893,4,1
1554897615,5,5
1554898334,5,3
1554899054,3,2
1554899773,3,2
1554900489,4,4
1554901246,7,2
1554901934,2,8
1554902652,2,8
1554903368,8,0
1554904092,2,7
1554904827,6,6
1554905534,2,3
1554906253,7,8
1554906970,4,4
1554907689,6,4
1554908418,8,3
1554909894,12,9
1554910569,1,3
1554911286,7,5
1554912020,3,2
1554912729,5,9
1554913450,6,6
1554914170,3,3
1554914889,4,10
1554915634,7,6
1554916332,4,6
1554917051,2,10
1554917769,8,8
1554918490,6,9
1554919211,5,8
1554920179,3,8
1554920905,4,4
1554921641,3,5
1554922347,14,9
1554923074,2,4
1554923789,9,9
1554924504,4,8
1554925233,4,13
1554925947,7,3
1554926670,2,10
1554927399,6,8
1554928106,5,4
1554928833,5,4
1554929809,10,6
1554930511,1,10
1554931234,9,8
1554931954,10,6
1554932668,4,8
1554933670,7,11
1554934349,4,9
1554935074,8,5
1554935788,5,6
1554936511,10,0
1554937237,7,5
1554937950,4,9
1554938669,5,3
1554939388,4,3
1554940110,6,5
1554940841,9,3
1554941545,4,12
1554942257,7,4
1554942974,2,8
1554943691,4,7
1554944419,5,5
1554945133,6,11
1554945851,10,7
1554946572,11,12
1554947296,11,13
1554948022,18,7
1554948753,3,18
1554949472,22,9
1554950187,5,10
1554950911,10,8
1554951628,8,1
1554952352,2,11
1554953077,1,10
1554953787,10,8
1554954511,9,11
1554955234,4,4
1554955952,5,11
1554956672,2,3
1554957399,5,3
1554958094,1,9
1554958831,4,3
1554959535,2,11
1554960264,6,1
1554960968,5,5
1554961693,6,1
1554962321,4,5
1554963158,5,5
1554963869,3,5
1554964601,6,4
1554965307,5,2
1554966026,12,2
1554966734,9,9
1554967452,7,9
1554968170,7,5
1554968892,2,10
1554969636,2,1
1554970338,2,7
1554971052,6,0
1554971772,4,13
1554972489,4,0
1554973213,7,5
1554973931,1,5
1554974651,6,6
1554975388,2,11
1554976126,4,8
1554976841,3,5
1554977553,2,10
1554978268,8,5
