DateTime,AddedIPs,RemovedIPs
1554705723,29,0
1554706923,3,6
1554707523,17,0
1554708122,3,0
1554709322,3,10
1554711723,1,33
1554712922,1,7
1554715323,0,9
1554716523,8,19
1554717723,6,8
1554718923,2,15
1554720123,3,0
1554721323,5,15
1554721923,2,0
1554723123,1,5
1554724323,0,6
1554724922,2,0
1554726123,0,9
1554726723,0,13
1554727323,4,0
1554727923,3,11
1554728522,2,1
1554729723,0,5
1554730323,3,0
1554730922,2,11
1554732123,3,0
1554734522,1,4
1554735722,4,0
1554736924,4,5
1554738122,4,18
1554739323,12,11
1554740523,3,11
1554741123,1,0
1554742323,6,5
1554742923,3,4
1554744124,11,0
1554744723,4,5
1554745322,1,2
1554746523,2,1
1554747723,12,7
1554748322,1,0
1554748922,2,0
1554750123,3,19
1554750723,2,11
1554751322,1,1
1554752523,1,12
1554753722,12,0
1554754923,7,8
1554755524,0,20
1554756123,31,0
1554757323,2,3
1554758522,2,13
1554759722,1,8
1554760923,2,0
1554762123,15,6
1554762722,10,0
1554764523,7,8
1554765122,2,0
1554765723,20,0
1554766922,27,4
1554768124,2,7
1554769323,7,15
1554770523,7,0
1554771122,2,4
1554771722,5,4
1554772924,5,0
1554774123,3,8
1554775323,3,0
1554776523,6,10
1554777723,9,17
1554778922,3,0
1554780123,0,13
1554781324,0,14
1554781923,0,1
1554783723,4,4
1554784923,2,11
1554786123,13,0
1554786723,3,8
1554787322,1,0
1554787923,0,11
1554788523,3,7
1554789722,4,0
1554790323,1,11
1554790923,4,9
1554792122,5,0
1554793322,11,8
1554793923,1,4
1554794523,12,1
1554795723,3,9
1554796323,2,0
1554796923,4,0
1554798123,7,9
1554799323,3,0
1554800522,2,17
1554801722,5,16
1554802923,7,11
1554804123,15,0
1554804723,3,6
1554805323,6,2
1554805922,9,5
1554807723,3,11
1554808923,4,11
1554810123,3,17
1554811322,5,8
1554811923,2,0
1554812523,1,10
1554813123,2,0
1554813723,1,0
1554814922,10,3
1554816122,5,7
1554817322,9,6
1554817922,2,4
1554818523,4,0
1554819123,1,5
1554819722,3,4
1554820322,3,0
1554820923,2,0
1554822122,3,16
1554823322,14,0
1554824522,5,9
1554825123,7,0
1554825723,1,0
1554826923,6,13
1554828122,0,2
1554829323,2,4
1554829923,2,13
1554830524,0,9
1554831122,10,0
1554831723,9,0
1554832922,9,18
1554833522,1,0
1554834122,5,11
1554835322,15,18
1554836522,4,4
1554837723,2,16
1554838923,7,13
1554839523,7,5
1554840123,7,12
1554840723,6,0
1554841323,6,0
1554841923,0,3
1554842523,1,4
1554843722,3,14
1554844923,12,8
1554845522,6,0
1554846123,3,0
1554847322,11,12
1554848523,15,4
1554849722,8,5
1554850922,2,1
1554852123,3,17
1554853322,4,0
1554854524,5,9
1554855723,15,12
1554856922,8,14
1554858123,11,0
1554858723,4,5
1554859323,5,3
1554860522,5,4
1554861722,7,5
1554862322,3,0
1554862922,2,12
1554864123,14,0
1554865323,9,18
1554865922,6,1
1554866522,7,0
1554867723,5,2
1554868924,2,3
1554869523,1,0
1554870122,1,0
1554871323,2,21
1554872523,7,0
1554873122,20,10
1554873723,4,5
1554874922,22,0
1554876122,3,11
1554876723,1,6
1554877923,2,0
1554879723,2,11
1554880922,0,17
1554881522,17,2
1554882123,7,0
1554882723,8,6
1554883323,8,12
1554883923,0,19
1554884522,4,8
1554885724,7,0
1554886923,2,13
1554887522,3,0
1554888122,0,5
1554889323,3,3
1554890523,9,5
1554891724,5,10
1554892922,2,6
1554894123,0,5
1554895323,3,4
1554895923,2,0
1554896522,1,0
1554897722,2,0
1554898923,3,1
1554900123,4,10
1554901322,10,10
1554902522,14,7
1554903122,1,8
1554903723,9,0
1554904923,5,16
1554906123,3,2
1554907322,2,8
1554909724,7,23
1554910923,28,9
1554912123,6,0
1554913323,12,6
1554913922,7,2
1554914523,4,0
1554915723,6,7
1554916923,2,27
1554918122,9,0
1554919323,18,8
1554919922,3,5
1554920522,3,0
1554921122,27,13
1554921723,2,0
1554922922,2,10
1554924123,7,10
1554925323,2,7
1554926522,10,11
1554927722,17,8
1554928322,1,13
1554928922,1,0
1554929523,0,4
1554930122,4,17
1554931323,13,0
1554932523,10,10
1554933124,7,8
1554933722,3,0
1554934923,8,18
1554935523,11,11
1554936123,6,0
1554936722,8,7
1554937323,8,10
1554938522,5,0
1554939722,0,12
1554940924,15,42
1554942123,5,0
1554943322,6,18
1554944523,18,1
1554945723,6,3
1554946323,2,4
1554946923,2,8
1554949323,3,11
1554950523,5,15
1554951723,7,5
1554952923,12,12
1554953522,6,8
1554954123,7,0
1554955323,10,7
1554956523,2,0
1554957723,2,24
1554960123,25,8
1554961323,14,0
1554962524,13,3
1554963123,1,2
1554964322,0,2
1554964923,2,5
1554966123,1,0
1554967323,4,14
1554967923,1,0
1554968523,2,0
1554969723,12,9
1554970923,8,1
1554972123,13,5
1554973323,13,0
1554974524,3,5
1554975722,0,5
1554976923,2,11
1554978123,4,3
