DateTime,AddedIPs,RemovedIPs
1554765627,3,7
1554766355,6,6
1554767071,5,7
1554767788,7,0
1554768513,8,5
1554769233,3,1
1554769954,8,3
1554770673,3,6
1554771385,10,3
1554772115,4,5
1554772827,3,8
1554773558,14,10
1554774278,10,8
1554774973,8,15
1554775691,12,8
1554776420,5,10
1554777133,4,4
1554777852,10,5
1554778566,8,6
1554779298,5,5
1554780007,6,8
1554780740,4,6
1554781449,7,2
1554782176,5,9
1554782892,3,4
1554783614,8,1
1554784338,1,3
1554785053,2,0
1554785770,5,2
1554786515,0,2
1554787225,2,0
1554788207,5,6
1554788892,1,0
1554789620,3,2
1554790331,1,2
1554791054,3,4
1554792023,4,2
1554792746,4,1
1554793463,2,2
1554794175,5,0
1554794892,1,2
1554795609,4,2
1554796345,0,5
1554797783,3,7
1554798488,6,0
1554799213,6,10
1554799929,6,0
1554800661,0,3
1554801372,3,3
1554802096,2,1
1554802819,3,2
1554803535,2,0
1554804257,2,2
1554804976,0,1
1554805688,3,5
1554806414,5,2
1554807129,4,3
1554807861,2,1
1554808574,5,5
1554809301,6,1
1554810012,3,2
1554810730,2,0
1554811723,9,4
1554812438,6,2
1554813144,2,3
1554813849,2,0
1554814570,2,3
1554815292,4,4
1554816011,3,7
1554817211,3,6
1554817935,1,2
1554818655,2,4
1554819375,3,5
1554820091,3,7
1554820821,3,3
1554821541,3,3
1554822260,3,1
1554822972,5,5
1554823690,6,1
1554824414,4,2
1554825135,1,0
1554825878,5,0
1554826578,5,4
1554827286,2,2
1554828016,3,9
1554828728,6,2
1554829471,4,0
1554830173,6,5
1554830895,2,5
1554831610,4,8
1554832333,10,2
1554833318,5,5
1554834027,5,4
1554834763,5,3
1554835475,9,6
1554836209,5,1
1554836908,6,0
1554837629,3,6
1554838363,6,9
1554839324,7,3
1554840041,2,3
1554840735,2,5
1554841451,5,5
1554842172,1,1
1554842895,1,7
1554843620,7,7
1554844359,1,0
1554845052,6,4
1554845770,7,7
1554846497,3,3
1554847221,2,1
1554847938,3,2
1554848651,3,15
1554849371,3,0
1554850377,7,0
1554851070,0,3
1554851793,3,5
1554852506,2,3
1554853230,3,7
1554853948,5,1
1554854681,4,7
1554855372,4,2
1554856113,7,6
1554856832,5,7
1554857552,2,9
1554858271,3,0
1554858998,7,14
1554859709,6,8
1554860445,7,8
1554861147,12,62
1554862125,8,112
1554862829,7,7
1554863555,6,7
1554864268,8,0
1554865006,5,6
1554865734,2,6
1554866430,10,8
1554867158,7,4
1554867869,4,7
1554868589,9,5
1554869312,6,6
1554870031,3,5
1554870756,2,3
1554871477,5,2
1554872199,3,3
1554872918,1,3
1554873624,6,0
1554874363,2,4
1554875070,5,4
1554875790,2,0
1554876511,3,6
1554877227,4,1
1554877960,6,2
1554878668,1,3
1554879385,3,3
1554880116,4,3
1554880826,6,1
1554881560,2,3
1554882269,2,2
1554882996,5,2
1554883727,3,4
1554884652,5,3
1554885368,4,3
1554886101,2,6
1554886817,8,5
1554887537,1,5
1554888254,3,4
1554888968,3,3
1554889695,3,3
1554890416,10,4
1554891134,3,1
1554891853,5,4
1554892576,3,1
1554893291,8,1
1554894023,1,2
1554894731,5,0
1554895453,3,4
1554896169,3,6
1554896893,2,4
1554897615,2,3
1554898334,4,4
1554899054,3,1
1554899773,2,3
1554900489,2,0
1554901246,5,9
1554901934,1,0
1554902652,1,7
1554903368,5,3
1554904092,1,2
1554904827,4,3
1554905534,2,4
1554906253,7,1
1554906970,3,4
1554907689,3,5
1554908418,5,42
1554909894,4,100
1554910569,1,4
1554911286,5,1
1554912020,2,6
1554912729,3,3
1554913450,3,0
1554914170,1,3
1554914889,2,1
1554915634,5,3
1554916332,2,4
1554917051,1,6
1554917769,5,8
1554918490,5,3
1554919211,3,28
1554920179,3,32
1554920905,3,9
1554921641,2,50
1554922347,9,3
1554923074,1,2
1554923789,6,7
1554924504,3,4
1554925233,3,6
1554925947,4,3
1554926670,1,0
1554927399,2,6
1554928106,3,5
1554928833,4,5
1554929809,8,77
1554930511,1,47
1554931234,6,0
1554931954,7,9
1554932668,4,4
1554933670,4,0
1554934349,3,6
1554935074,5,1
1554935788,3,3
1554936511,6,6
1554937237,4,6
1554937950,2,0
1554938669,2,5
1554939388,2,3
1554940110,4,4
1554940841,6,3
1554941545,2,7
1554942257,6,12
1554942974,1,3
1554943691,2,7
1554944419,5,5
1554945133,4,3
1554945851,9,3
1554946572,10,7
1554947296,8,14
1554948022,14,10
1554948753,3,9
1554949472,17,7
1554950187,5,4
1554950911,8,6
1554951628,7,8
1554952352,2,13
1554953077,0,4
1554953787,6,3
1554954511,8,8
1554955234,4,5
1554955952,5,3
1554956672,2,3
1554957399,4,2
1554958094,1,0
1554958831,3,3
1554959535,1,6
1554960264,5,4
1554960968,3,1
1554961693,5,6
1554962321,2,0
1554963158,3,5
1554963869,2,3
1554964601,4,2
1554965307,3,3
1554966026,8,3
1554966734,7,0
1554967452,5,3
1554968170,4,0
1554968892,2,0
1554969636,1,3
1554970338,1,5
1554971052,4,1
1554971772,3,3
1554972489,2,0
1554973213,4,5
1554973931,1,2
1554974651,5,3
1554975388,2,7
1554976126,2,1
1554976841,2,2
1554977553,1,5
1554978268,5,4
