DateTime,AddedIPs,RemovedIPs
1554530175,246,0
1554531302,133,0
1554531857,18,18
1554532111,497,0
1554532343,224,0
1554533772,12,0
1554534902,153,0
1554535714,19,15
1554536430,706,356
1554537633,19,14
1554538502,142,0
1554539561,8,11
1554540259,680,166
1554541472,8,8
1554542102,145,0
1554542414,693,195
1554543379,4,0
1554545293,5,0
1554545794,856,172
1554547238,1,3
1554549302,176,0
1554552991,162,47
1554554895,24,20
1554556502,174,0
1554556810,10,17
1554560102,132,0
1554560668,9,34
1554562584,12,11
1554563702,132,0
1554564529,19,8
1554566440,12,10
1554567302,147,0
1554570258,9,16
1554570902,109,0
1554572442,16,13
1554574358,12,12
1554574502,106,0
1554576254,10,14
1554578102,125,0
1554580113,15,25
1554581702,115,0
1554583931,17,19
1554585302,112,0
1554585872,14,8
1554587769,13,0
1554588901,115,0
1554589704,7,12
1554591630,9,13
1554592502,106,0
1554593290,59,63
1554593554,13,8
1554595466,11,15
1554596102,83,3792
1554597126,36,35
1554599315,10,14
1554599702,137,0
1554601214,12,9
1554603302,133,0
1554604806,17,42
1554606972,157,19
1554608896,12,9
1554610502,123,0
1554610812,15,13
1554612733,11,0
1554614102,121,0
1554614652,18,0
1554616568,18,16
1554617702,123,0
1554618512,19,13
1554620443,14,12
1554621302,132,0
1554624255,13,38
1554624969,870,13983
1554626173,5,9
1554628114,14,13
1554628502,154,0
1554630015,9,4
1554631938,1,4
1554632102,140,0
1554633854,8,3
1554635793,119,0
1554637704,19,0
1554639302,120,0
1554639636,19,8
1554641548,12,19
1554642902,114,0
1554643453,12,12
1554645368,15,0
1554646502,167,0
1554647293,7,13
1554649227,12,10
1554650102,150,0
1554651154,14,20
1554652345,769,2333
1554653054,18,13
1554653702,137,0
1554654972,21,0
1554656913,14,12
1554657302,153,0
1554658813,25,0
1554660737,13,15
1554660902,170,0
1554664572,167,18
1554666502,12,0
1554668102,157,0
1554668673,14,10
1554671702,169,0
1554672491,16,27
1554675302,152,0
1554676353,9,17
1554677769,32,0
1554678257,7,12
1554678902,121,0
1554680171,10,9
1554681619,29,64
1554682098,12,8
1554682502,133,3984
1554684014,14,0
1554685451,36,66
1554685945,17,12
1554686102,129,0
1554687871,17,14
1554689289,27,0
1554689774,149,0
1554691694,15,0
1554693302,169,0
1554693634,13,21
1554694109,754,0
1554695055,451,0
1554695563,8,11
1554696901,177,0
1554697454,5,15
1554699400,730,13
1554700502,210,0
1554701286,15,17
1554703227,18,15
1554704102,257,0
1554705206,17,16
1554707074,17,14
1554707702,228,0
1554708971,17,0
1554709963,718,0
1554710895,20,17
1554711301,220,0
1554714733,9,19
1554714902,241,0
1554716654,4,11
1554718595,953,739
1554720512,9,7
1554721244,733,0
1554722102,273,0
1554722406,15,8
1554724121,726,0
1554724590,15,21
1554725702,209,0
1554726518,745,21
1554728439,14,16
1554729382,909,0
1554730336,15,12
1554732259,11,14
1554732758,746,0
1554732902,202,0
1554734190,8,9
1554735872,715,0
1554736344,18,11
1554736502,152,0
1554738267,12,9
1554739712,667,687
1554740172,171,15
1554743702,152,0
1554744030,701,31
1554745930,12,23
1554747302,143,0
1554747853,10,12
1554749788,9,0
1554750902,119,0
1554751689,8,7
1554753636,14,9
1554754502,145,0
1554754826,745,0
1554756992,658,0
1554757463,7,18
1554758102,113,0
1554759403,13,12
1554761316,13,0
1554761702,130,0
1554763213,10,6
1554765379,148,5
1554766566,82,60
1554767292,16,7
1554768902,131,3302
1554769240,694,16
1554770421,44,0
1554771149,14,13
1554772502,167,0
1554773049,9,14
1554774969,12,21
1554776102,160,0
1554778087,28,56
1554779702,136,0
1554780737,9,36
1554782733,11,8
1554783302,129,0
1554784589,8,2
1554786524,742,1760
1554786902,192,0
1554788672,23,13
1554790575,165,21
1554791557,678,0
1554792496,21,21
1554794102,196,0
1554794427,18,12
1554795875,685,0
1554796342,7,17
1554797701,209,0
1554798272,15,16
1554798756,718,662
1554800187,13,0
1554801302,184,0
1554801633,744,0
1554802093,6,6
1554803784,710,0
1554804042,7,4
1554804902,162,0
1554807858,13,10
1554808502,244,0
1554809771,10,15
1554811720,14,13
1554812102,191,0
1554813630,17,16
1554815533,15,19
1554815702,186,0
1554817450,15,11
1554819372,152,11
1554821310,21,7
1554822902,170,0
1554823230,14,17
1554825131,12,10
1554826502,339,0
1554830102,171,0
1554830892,15,28
1554832836,16,11
1554833702,138,0
1554834760,7,10
1554836657,7,9
1554837302,134,0
1554838569,6,4
1554840508,10,13
1554840902,122,0
1554842673,14,0
1554844576,136,6
1554846494,8,11
1554848102,152,0
1554848411,5,11
1554850374,10,9
1554851298,59,36
1554851702,109,0
1554852259,13,10
1554854169,8,14
1554855302,167,3954
1554856110,13,10
1554858022,9,11
1554858970,192,83
1554859940,15,8
1554862122,14,14
1554862502,166,0
1554862804,29,0
1554864012,16,0
1554866180,170,0
1554868094,9,10
1554869701,150,0
1554870028,21,8
1554871941,9,4
1554873302,227,0
1554873864,27,8
1554875787,18,19
1554876902,235,0
1554880502,159,0
1554881556,12,46
1554883723,13,8
1554884102,205,0
1554885629,7,12
1554887533,8,12
1554887702,218,0
1554889467,6,8
1554891375,248,6
1554893288,18,0
1554894902,224,0
1554895226,12,12
1554895460,733,13053
1554897127,18,14
1554898502,245,0
1554899050,15,13
1554899532,791,0
1554900966,13,17
1554902102,143,0
1554902890,24,16
1554904824,17,17
1554905702,162,0
1554906504,751,0
1554906738,9,15
1554909890,193,33
1554910576,723,0
1554911768,13,13
1554912902,130,0
1554913224,702,0
1554913691,11,0
1554915629,14,0
1554916502,140,0
1554916825,689,0
1554917556,9,13
1554919722,688,14
1554920102,127,0
1554921631,11,8
1554923541,13,9
1554923796,777,0
1554925451,12,7
1554925953,709,0
1554927396,130,8
1554928112,690,0
1554929301,7,13
1554930902,155,0
1554931230,3,10
1554931962,674,0
1554933667,7,6
1554934502,134,0
1554935081,700,0
1554935540,7,4
1554937709,67,68
1554938102,111,0
1554939613,3,10
1554941541,8,7
1554941702,93,4205
1554945402,239,52
1554947292,5,7
1554948902,130,0
1554949216,35,67
1554951146,6,16
1554952502,120,0
1554956102,144,0
1554956891,7,38
1554958827,7,14
1554959702,130,0
1554960764,18,26
1554962661,21,14
1554963302,162,0
1554966513,12,0
1554966902,199,0
1554968438,11,8
1554970335,21,10
1554970502,198,0
1554972257,23,6
1554974102,192,0
1554976122,3,13
1554976569,715,0
1554977702,171,0
